performance_tier,network_bandwidth,client_name,i_reliability,i_performance_factor,cpu,ram,expected_execution_time,data_ratio,discrepancy_level
0,12.32,merry-goo,0.01579,1.13,16,64,40,2.57216360202243e-05,0.3875521077206539
2,23.65,warm-chord,0.03702,0.72,8,32,80,0.00019801224970741638,0.3677879742611422
0,18.31,obnoxious-nest,0.03654,1.11,16,64,40,8.958224958767774e-05,0.6305104056814241
1,0.0,shiny-exercise,0.08525,1.15,4,16,160,0.00024923378350631133,0.2890075819108303
1,28.57,medium-monitor,0.16731,0.97,4,16,160,0.0001534428631551312,0.2938288510851085
2,22.49,polynomial-dingo,0.02617,1.15,8,32,80,0.0002683032722799259,0.2421012194527844
0,15.94,strong-vulture,0.03153,1.18,16,64,40,1.286081801011215e-05,0.255188642217633
1,16.17,tough-cake,0.06043,0.94,4,16,160,0.00013415163613996294,0.4718650040556016
0,21.94,regular-dataset,0.02439,0.95,16,64,40,0.00019801224970741638,0.3641368709166313
2,19.6,free-pitch,0.28885,1.08,8,32,80,0.00010865173836129231,0.5296505591952386
0,26.77,celeste-chicken,0.17384,1.27,16,64,40,5.765194280395102e-05,0.3066784526337003
2,33.36,obtuse-octree,0.35289,0.93,8,32,80,0.00024280337450125527,0.3098462547815075
1,32.14,convex-margarine,0.04841,0.91,4,16,160,2.57216360202243e-05,0.2247180619431049
2,0.0,damp-value,0.03155,0.81,8,32,80,0.00033216388584737935,0.3007322231610633
0,3.56,icy-martin,0.08798,1.1,16,64,40,0.0001534428631551312,0.4643415291895572
0,23.07,generative-hotel,0.03226,0.94,16,64,40,1.9291227015168225e-05,0.3322362019298578
0,11.85,zesty-mulberry,0.00478,0.46,16,64,40,3.193030678372672e-05,0.3875722627293236
2,29.33,exothermic-advection,0.02436,1.08,8,32,80,3.193030678372672e-05,0.2921713533277381
2,17.97,shiny-chart,0.01358,1.23,8,32,80,0.0003640941926311061,0.2559503826871707
0,19.16,rigid-hybrid,0.37508,1.2,16,64,40,1.286081801011215e-05,0.2779067355504951
1,28.11,largo-transform,0.0186,0.92,4,16,160,8.315184058262166e-05,0.4136337845857654
0,20.97,fast-mythology,0.30889,0.98,16,64,40,0.0003895940904097767,0.2377109911206219
0,15.0,brute-force-turntable,0.0759,0.86,16,64,40,4.479112479383887e-05,0.3130793576676888
0,30.59,instant-section,0.01723,1.25,16,64,40,9.579092035118016e-05,0.4207408848689525
0,15.0,fixed-template,0.05283,1.03,16,64,40,0.0003450247038574915,0.3567471544988181
0,21.78,auburn-brass,0.01551,0.81,16,64,40,0.00011508214736634838,0.3906260918388717
2,25.99,instant-wattage,0.11815,1.04,8,32,80,0.00021730347672258463,0.469381196160157
2,20.58,arctic-dictionary,0.04572,0.53,8,32,80,0.00038316368140472063,0.4578197985951936
1,7.77,absolute-horizon,0.09064,0.76,4,16,160,0.00026187286327486985,0.5065873131913179
0,9.0,white-shackle,0.39425,1.12,16,64,40,3.193030678372672e-05,0.536881586336688
0,13.68,dichotomic-rating,0.23684,1.25,16,64,40,1.286081801011215e-05,0.3152756075353983
0,24.15,stringy-quetzal,0.07229,0.83,16,64,40,0.0003705246016361621,0.357078456623971
2,31.54,exponential-congruence,0.03135,1.17,8,32,80,0.00032573347684232326,0.2867080828044621
0,11.81,sunny-stock,0.01376,1.06,16,64,40,1.286081801011215e-05,0.3585291230255877
0,18.92,trite-billboard,0.03506,0.7,16,64,40,1.9291227015168225e-05,0.2217584178455464
0,30.98,blistering-pergola,0.07832,1.01,16,64,40,3.83607157887828e-05,0.2509492220448787
2,24.58,arctic-lifer,0.02465,0.65,8,32,80,0.0003512333746209939,0.7112636727497872
2,17.3,product-fowl,0.36296,1.11,8,32,80,0.00040245490841988885,0.5371311325343604
1,14.91,cold-strait,0.08923,0.83,4,16,160,3.83607157887828e-05,0.3547685435570183
0,29.11,critical-home,0.03413,1.09,16,64,40,0.000274733681284982,0.3474523731075
2,24.66,radiant-field,0.19169,1.2,8,32,80,3.83607157887828e-05,0.2584474743681704
0,17.76,optimal-cylinder,0.35135,1.05,16,64,40,0.00039602449941483276,0.336242248049052
1,12.05,felt-islet,0.30463,0.8,4,16,160,1.286081801011215e-05,0.3403972363341901
0,27.65,tense-drive,0.17204,0.97,16,64,40,0.00014058204514501903,0.3203307910788258
2,18.99,immense-polytope,0.0981,0.78,8,32,80,5.765194280395102e-05,0.230709778276293
2,22.36,square-acorn,0.01684,0.94,8,32,80,0.00021730347672258463,0.3285491150287304
0,15.87,binding-point,0.07486,0.83,16,64,40,2.57216360202243e-05,0.5519774304946305
0,33.47,intense-level,0.14032,1.1,16,64,40,0.0001534428631551312,0.3030820914263306
2,13.54,inventive-terrier,0.14786,0.86,8,32,80,1.9291227015168225e-05,0.5440576648522293
0,16.78,obvious-bobtail,0.27991,0.92,16,64,40,0.00026187286327486985,0.2714304639409216
2,28.23,blocking-resultant,0.28142,0.3,8,32,80,3.193030678372672e-05,0.2814192488702297
0,32.98,insulated-score,0.08836,0.8,16,64,40,0.00011508214736634838,0.3066344929828847
0,34.51,soft-miso,0.02445,1.08,16,64,40,0.00026187286327486985,0.5999753948889164
2,14.22,straight-pie,0.1112,1.02,8,32,80,0.00039602449941483276,0.3018951425100339
2,19.05,crunchy-accident,0.10259,0.89,8,32,80,0.00022351214748608705,0.2698300216684374
0,10.92,corn-bandwidth,0.15413,0.88,16,64,40,0.00040245490841988885,0.3072715056382423
1,17.62,compact-analog,0.07866,0.76,4,16,160,0.00023637296549619918,0.2746717113690706
0,28.83,sour-plateau,0.03287,0.84,16,64,40,1.286081801011215e-05,0.325033941795717
2,26.91,brownian-hutch,0.08846,1.28,8,32,80,0.0002873727610535405,0.4439785033881195
1,34.88,tranquil-editor,0.19863,1.05,4,16,160,0.00011508214736634838,0.6053660564043956
1,30.72,trite-gong,0.33958,0.81,4,16,160,3.193030678372672e-05,0.4792604804183415
2,20.17,flashed-curve,0.0438,0.65,8,32,80,0.00033216388584737935,0.3209373113301186
1,27.85,obvious-seed,0.00984,0.73,4,16,160,0.0003895940904097767,0.5233999287461095
1,14.05,figurative-instance,0.01926,0.66,4,16,160,1.9291227015168225e-05,0.4209164946414272
1,24.87,drab-food,0.00307,1.03,4,16,160,0.00035766378362605,0.4058677137991958
0,27.73,polite-packet,0.01551,0.92,16,64,40,3.193030678372672e-05,0.3523970544222365
1,33.0,boxy-color,0.03435,1.4,4,16,160,0.0002683032722799259,0.2776811857038592
0,34.74,gold-director,0.02434,1.01,16,64,40,0.0001853731699388579,0.2799480066519367
0,11.13,asymptotic-compete,0.0405,0.81,16,64,40,0.00010222132935623624,0.2915683893097441
0,29.34,tan-feist,0.10749,1.38,16,64,40,8.315184058262166e-05,0.2950503461461461
2,14.94,emerald-dynamic,0.0179,1.06,8,32,80,5.765194280395102e-05,0.3088881065495077
2,32.79,wide-branch,0.15205,1.05,8,32,80,0.0003512333746209939,0.3541908678040794
1,9.93,long-hook,0.15951,0.6,4,16,160,6.386061356745344e-05,0.3293873256036359
0,19.95,icy-user,0.1777,1.22,16,64,40,0.000274733681284982,0.3851185257446372
0,24.91,antique-syntax,0.52635,1.19,16,64,40,0.00017894276093380183,0.3824255203364021
2,16.23,worn-plot,0.07874,1.09,8,32,80,5.122153379889495e-05,0.2292668708909956
2,12.89,libretto-cork,0.15223,1.27,8,32,80,0.00026187286327486985,0.452386991530748
1,30.0,undecidable-galley,0.15211,1.27,4,16,160,7.029102257250952e-05,0.311679683330337
2,5.12,quadratic-discount,0.12686,1.01,8,32,80,0.00024923378350631133,0.4209651916826883
0,30.71,new-empowerment,0.04117,0.78,16,64,40,0.00010865173836129231,0.3847535856610843
2,23.33,dry-adaptation,0.01757,1.19,8,32,80,0.0002683032722799259,0.4981168394446316
2,31.09,partial-decibel,0.06571,0.97,8,32,80,0.00039602449941483276,0.3720735336429882
1,7.3,freezing-character,0.10866,1.0,4,16,160,0.00021087306771752854,0.5154847531063332
1,26.63,level-outpost,0.1539,1.16,4,16,160,0.00021730347672258463,0.3396378167175756
1,27.39,damaged-border,0.16055,1.16,4,16,160,1.286081801011215e-05,0.2449168568546425
1,33.01,pointed-polytope,0.03759,1.13,4,16,160,0.00024923378350631133,0.3322742786652041
0,10.59,synchronic-brace,0.02309,0.89,16,64,40,0.00040245490841988885,0.4236865227357025
0,21.62,muffled-shallows,0.04064,0.82,16,64,40,0.00021087306771752854,0.3174824875295491
1,26.58,frigid-recurrence,0.02834,1.18,4,16,160,3.83607157887828e-05,0.2388874638549271
2,15.62,wise-triplet,0.03188,1.44,8,32,80,0.00024280337450125527,0.2789444274373383
2,19.26,gentle-angle,0.01733,1.06,8,32,80,0.00028116409029003807,0.3590708985020581
2,20.69,stable-document,0.44602,0.94,8,32,80,0.00040245490841988885,0.31712091682143
1,20.64,tattered-rating,0.00195,1.06,4,16,160,0.00038316368140472063,0.2179772874771809
0,20.03,square-design,0.03995,0.66,16,64,40,0.0003450247038574915,0.4123058029774233
0,20.64,fuchsia-pear,0.17496,0.76,16,64,40,1.286081801011215e-05,0.2783347175917822
1,19.04,faded-cornice,0.12554,1.02,4,16,160,0.0003002335790636526,0.2868535833179473
2,22.25,flavorful-sortie,0.11127,1.33,8,32,80,0.00025544245426981375,0.4250930263151168
2,27.19,piercing-force,0.36338,0.83,8,32,80,0.0003066639880687087,0.5426596317115039
2,24.88,resultant-marsh,0.01024,1.11,8,32,80,0.00033216388584737935,0.3500915965079615
0,8.17,asphalt-coverage,0.13533,0.94,16,64,40,1.286081801011215e-05,0.4092820256909456
2,2.11,naive-intersection,0.10709,1.02,8,32,80,1.286081801011215e-05,0.414474988810228
1,13.79,ragged-legend,0.08368,1.0,4,16,160,7.029102257250952e-05,0.3245236728440422
2,28.46,young-grouper,0.0504,1.02,8,32,80,0.00014058204514501903,0.3364661857341887
0,5.2,mashed-auditor,0.0024,1.01,16,64,40,0.00040245490841988885,0.262985787747127
1,30.5,complete-sonata,0.0047,0.77,4,16,160,0.00011508214736634838,0.2387748882867399
0,28.96,stringy-shot,0.05375,1.11,16,64,40,0.0003512333746209939,0.3012642854143488
1,19.54,humane-loan,0.06023,1.21,4,16,160,0.00010222132935623624,0.4218751893740601
1,21.08,dry-gun,0.11552,1.12,4,16,160,0.00020444265871247247,0.5513034841384576
2,26.4,easy-shoot,0.01346,0.99,8,32,80,0.00026187286327486985,0.2422322562254905
1,8.87,blaring-prison,0.01013,0.91,4,16,160,0.0003895940904097767,0.3583046020722961
1,20.4,relative-frequency,0.06383,1.15,4,16,160,0.00012151255637140446,0.4646007716664326
0,18.05,piquant-cardinality,0.00525,0.62,16,64,40,0.0002873727610535405,0.253325926594831
0,7.8,stern-stylus,0.07928,0.94,16,64,40,0.00033859429485243544,0.3689083620734363
0,39.57,kinetic-chamfer,0.0003,0.81,16,64,40,3.83607157887828e-05,0.3695204121892343
1,34.54,new-poltergeist,0.31697,1.15,4,16,160,0.00026187286327486985,0.3511657867962616
2,18.12,flashed-hawk,0.07771,1.03,8,32,80,0.0002683032722799259,0.5188152458377772
2,38.68,rowdy-mint,0.0008,0.79,8,32,80,0.00040245490841988885,0.457170211532716
1,22.65,vivid-pinscher,0.05872,0.95,4,16,160,0.00019801224970741638,0.3434179915689624
1,22.48,delicious-screed,0.08189,0.59,4,16,160,0.00040245490841988885,0.3228746757169755
0,25.69,slow-alloy,0.07111,1.24,16,64,40,3.193030678372672e-05,0.6931909425794593
0,23.42,balanced-roundel,0.05761,0.97,16,64,40,1.286081801011215e-05,0.2431691737325183
0,25.56,instant-congruence,0.03655,0.97,16,64,40,0.0003769550106412182,0.3774005245141543
1,19.05,creamy-chardonnay,0.00843,0.68,4,16,160,0.00024923378350631133,0.3062412549240421
0,23.97,best-specular,0.32998,1.07,16,64,40,1.286081801011215e-05,0.3507654863377045
1,26.46,pureed-grunt,0.06222,1.07,4,16,160,0.0003895940904097767,0.4120067845383268
2,22.61,miniature-chamfer,0.21152,1.22,8,32,80,0.0003193030678372672,0.4482339739587388
1,28.1,parallel-comment,0.04923,1.06,4,16,160,0.00040245490841988885,0.4478773292939688
2,19.28,bent-lens,0.03849,1.26,8,32,80,0.00019158184070236031,0.2457583677770072
0,31.12,gentle-diffraction,0.03729,1.09,16,64,40,0.00040245490841988885,0.3292249847156879
1,32.5,grandioso-sale,0.0203,1.27,4,16,160,0.00023637296549619918,0.4795337130632188
1,17.45,rigid-gravity,0.07314,1.16,4,16,160,1.9291227015168225e-05,0.3474814628672514
2,28.8,wary-axis,0.00877,0.95,8,32,80,3.193030678372672e-05,0.5915985767122286
1,5.67,molto-HUD,0.01041,1.33,4,16,160,2.57216360202243e-05,0.4490386604325705
1,25.31,tart-accuracy,0.06777,1.01,4,16,160,6.386061356745344e-05,0.3127864103992826
0,28.85,external-BLT,0.04428,0.77,16,64,40,0.00022351214748608705,0.321179713756247
1,12.19,isochoric-deal,0.03645,0.93,4,16,160,0.00039602449941483276,0.3401679967893453
1,5.5,kind-material,0.00677,1.02,4,16,160,3.83607157887828e-05,0.5450045043832246
0,26.48,lazy-square,0.04602,1.01,16,64,40,0.00024923378350631133,0.2954512432623962
0,24.03,feasible-mortar,0.03825,1.13,16,64,40,0.00035766378362605,0.2686742656521732
1,16.7,serious-trough,0.03128,1.16,4,16,160,0.00023637296549619918,0.4480220833674352
2,20.88,purple-column,0.00557,1.08,8,32,80,1.286081801011215e-05,0.3636030425028684
2,25.54,planar-yard,0.1039,0.79,8,32,80,0.00040245490841988885,0.2609541160766357
1,3.75,creamy-metaball,0.13214,1.41,4,16,160,0.00019158184070236031,0.3533019186277619
1,33.34,arid-class,0.17969,1.11,4,16,160,0.0003002335790636526,0.4397471525504868
0,7.03,pure-rifle,0.07655,0.9,16,64,40,0.00033216388584737935,0.2784907649795335
2,14.0,ambitious-infield,0.0027,0.9,8,32,80,0.000274733681284982,0.2423999720183962
2,17.84,regular-intensity,0.01483,0.67,8,32,80,0.00021087306771752854,0.2455998347274394
2,1.97,sour-cycle,0.0665,0.58,8,32,80,2.57216360202243e-05,0.4311769547701914
1,34.11,complex-dart,0.01395,0.99,4,16,160,0.00038316368140472063,0.439785533466934
1,41.38,nullary-container,0.22416,0.91,4,16,160,0.00040245490841988885,0.3683904780124447
1,15.55,direct-vector,0.025,0.84,4,16,160,0.0003640941926311061,0.2277918667980503
0,26.25,fat-spire,0.09089,0.94,16,64,40,0.000274733681284982,0.3738948126846935
2,16.42,fuchsia-envelope,0.03878,0.68,8,32,80,0.0001853731699388579,0.4675376676770408
2,38.85,joint-simulation,0.00707,0.99,8,32,80,0.00017894276093380183,0.3566302417693585
2,15.52,planar-gizmo,0.06301,0.85,8,32,80,5.122153379889495e-05,0.2758545731741149
1,13.89,cool-banquette,0.02276,1.1,4,16,160,1.286081801011215e-05,0.6062503418320665
2,14.54,mint-boot,0.10564,1.43,8,32,80,0.00035766378362605,0.2939805121970438
1,17.48,brute-force-application,0.0183,0.82,4,16,160,0.0002873727610535405,0.261490453022623
2,29.83,oriented-condominium,0.0486,0.8,8,32,80,0.00012772122713490688,0.2928165476147674
2,22.5,quiet-retail,0.04094,1.02,8,32,80,0.00010222132935623624,0.3523031099772346
0,27.97,kind-market,0.03889,1.29,16,64,40,1.286081801011215e-05,0.2861544340747703
2,0.16,funny-capital,0.00756,0.75,8,32,80,9.579092035118016e-05,0.6003170441924756
1,16.82,adiabatic-engineer,0.04146,0.73,4,16,160,2.57216360202243e-05,0.2963717523740949
0,15.99,optimal-radio,0.08529,0.84,16,64,40,9.579092035118016e-05,0.3183026000501791
2,15.56,abstract-row,0.00044,0.87,8,32,80,0.0001596515339186336,0.3148482593353374
1,14.72,happy-parrot,0.08089,1.24,4,16,160,7.029102257250952e-05,0.3826647600768745
1,34.79,nondeterministic-harp,0.08559,0.59,4,16,160,5.122153379889495e-05,0.3383681033691064
1,23.57,inflammable-scale,0.16292,1.07,4,16,160,1.286081801011215e-05,0.3919575699467185
0,29.73,plain-engine,0.07656,0.66,16,64,40,0.00010865173836129231,0.3895885645753122
1,18.76,every-hair,0.03295,0.85,4,16,160,0.00033859429485243544,0.3452635795809998
1,30.2,binding-founder,0.33211,1.06,4,16,160,1.9291227015168225e-05,0.5238295907379694
0,19.96,descent-square,0.0835,0.82,16,64,40,5.122153379889495e-05,0.3371028179733207
0,40.03,nervous-grain,0.12862,1.02,16,64,40,0.00022351214748608705,0.3131787109438615
1,1.07,swarm-oboe,0.09369,1.11,4,16,160,0.00024923378350631133,0.4297924562164764
0,26.05,cyclic-surface,0.12419,1.18,16,64,40,0.00011508214736634838,0.2788188704927036
2,20.15,milky-loader,0.04113,0.89,8,32,80,0.00012151255637140446,0.4408282557544747
1,26.51,level-transfer,0.1876,1.08,4,16,160,1.9291227015168225e-05,0.3005768252835092
2,20.66,perfect-raid,0.15324,0.62,8,32,80,0.000274733681284982,0.2644812378356236
2,34.51,purple-disk,0.11433,1.39,8,32,80,0.0003705246016361621,0.4645433286865297
0,32.16,poky-tin,0.07301,1.3,16,64,40,0.0003640941926311061,0.2837493819087749
2,11.81,frosty-limousine,0.00307,0.69,8,32,80,0.0003705246016361621,0.2824553847646185
1,6.5,bare-biography,0.19505,1.37,4,16,160,0.00032573347684232326,0.5527704084853332
1,17.26,silver-station,0.01246,0.82,4,16,160,1.9291227015168225e-05,0.2420019015044384
0,19.83,intricate-magnification,0.00365,0.86,16,64,40,1.286081801011215e-05,0.2710759187015205
0,2.79,pureed-phantasm,0.61252,1.18,16,64,40,0.00023637296549619918,0.2570188614190166
0,19.62,kinetic-frame,0.08767,1.21,16,64,40,8.315184058262166e-05,0.4106026277708178
2,10.87,jovial-squash,0.09829,0.67,8,32,80,1.286081801011215e-05,0.2879035545632775
2,34.66,young-squircle,0.00183,1.04,8,32,80,0.00032573347684232326,0.3533668081832676
0,19.95,grilled-journal,0.26795,1.02,16,64,40,0.00023637296549619918,0.3858716595459979
1,36.89,spicy-customer,0.01553,1.13,4,16,160,0.0003450247038574915,0.3400533462079517
0,26.85,ternary-runway,0.23704,1.15,16,64,40,0.00040245490841988885,0.3015643783344458
0,21.56,tattered-classifier,0.00503,1.14,16,64,40,0.00040245490841988885,0.4933582000525474
1,23.22,marked-diffusion,0.17175,1.05,4,16,160,7.67214315775656e-05,0.3731882287861413
2,28.49,chalky-flute,0.01961,1.05,8,32,80,1.286081801011215e-05,0.248535077085885
2,8.39,adaptive-betta,0.02982,0.81,8,32,80,0.0003895940904097767,0.4595758513609145
0,22.5,golden-frank,0.10695,0.6,16,64,40,0.0003193030678372672,0.3710180691843886
2,14.61,soft-foley,0.02417,1.03,8,32,80,0.00020444265871247247,0.4288939397653045
0,18.84,witty-line,0.05347,0.95,16,64,40,0.0001596515339186336,0.4905872846677561
0,7.76,concave-gun,0.03893,1.07,16,64,40,0.0003512333746209939,0.2341103803859592
1,0.0,strong-null,0.14224,0.85,4,16,160,0.0001596515339186336,0.2799199249752073
0,24.29,blocking-reuben,0.10648,0.96,16,64,40,0.00039602449941483276,0.5814594118344112
2,33.05,thin-swallow,0.02128,0.99,8,32,80,0.00040245490841988885,0.3247675428249023
0,27.77,aged-head,0.05161,1.21,16,64,40,0.00032573347684232326,0.3266045590090397
2,31.22,violet-particle,0.01661,0.9,8,32,80,0.00038316368140472063,0.3722768825784692
0,12.94,humid-bell,0.1436,0.75,16,64,40,1.286081801011215e-05,0.3638558163853496
2,30.75,simmered-pelican,0.01371,0.99,8,32,80,8.958224958767774e-05,0.2903374613346789
1,13.33,damp-angle,0.22252,0.66,4,16,160,0.0001470124541500751,0.2583861256045019
2,26.75,cloudy-skill,0.04796,1.05,8,32,80,0.0003130943970737648,0.5534668304513658
1,13.59,grizzled-conference,0.17762,1.27,4,16,160,0.00014058204514501903,0.2884871551085108
2,23.4,sleek-pot,0.03876,0.93,8,32,80,0.0003450247038574915,0.347884676095922
0,16.97,friendly-duration,0.05126,1.27,16,64,40,0.00012151255637140446,0.3644038973214164
0,34.89,boolean-information,0.03778,1.29,16,64,40,0.0003895940904097767,0.4215152639814445
2,28.75,pale-function,0.02525,1.1,8,32,80,0.00033859429485243544,0.2907234970068028
1,12.05,synchronic-bandit,0.00655,1.66,4,16,160,0.00019801224970741638,0.5326992302020881
0,18.39,sweet-thumbnail,0.31647,1.18,16,64,40,0.00025544245426981375,0.2640629385062685
2,23.91,marinated-bear,0.09006,0.92,8,32,80,0.00024923378350631133,0.2512181804532024
2,12.19,binding-wood,0.2331,0.6,8,32,80,0.00021087306771752854,0.3463069472959635
0,8.58,threadbare-bullet,0.04976,1.07,16,64,40,0.0003769550106412182,0.2309628744796689
1,38.38,steel-bear,0.04172,1.15,4,16,160,0.0003895940904097767,0.3288744003067795
0,3.81,hidden-step,0.05532,0.98,16,64,40,3.193030678372672e-05,0.4098010983093541
1,15.68,brass-spire,0.01985,0.68,4,16,160,0.00021730347672258463,0.3022811932504085
2,17.63,sunny-overtone,0.23655,0.95,8,32,80,0.00011508214736634838,0.3762350161740353
1,23.83,absolute-crumble,0.1604,1.01,4,16,160,8.958224958767774e-05,0.483472420579906
1,41.24,rainy-range,0.02309,1.35,4,16,160,0.0003640941926311061,0.3521163011136573
1,4.33,poached-median,0.05031,0.78,4,16,160,0.00025544245426981375,0.3866245588087973
0,16.2,dry-villa,0.01841,1.53,16,64,40,5.122153379889495e-05,0.5284901807303735
2,32.8,undirected-en,0.19555,1.05,8,32,80,9.579092035118016e-05,0.36207098573133
1,17.23,flush-henry,0.00745,1.17,4,16,160,0.0003512333746209939,0.2358406611307564
2,35.41,lead-photon,0.1208,1.21,8,32,80,0.0003002335790636526,0.5782597961871393
1,13.79,daring-bakery,0.00941,1.22,4,16,160,7.029102257250952e-05,0.2516744249359833
0,10.82,noisy-flam,0.02356,0.99,16,64,40,8.315184058262166e-05,0.5018065051125122
2,13.48,adjacent-mitt,0.05104,1.04,8,32,80,0.00012151255637140446,0.3364347466715756
0,12.55,dyadic-pitch,0.02896,0.92,16,64,40,1.286081801011215e-05,0.398887227971041
0,14.28,numerous-banquette,0.14759,0.83,16,64,40,0.0003450247038574915,0.3910801082624335
1,21.28,national-ray,0.2955,0.81,4,16,160,3.193030678372672e-05,0.5280428077034276
1,28.66,cruel-enfilade,0.02312,1.42,4,16,160,0.0002873727610535405,0.2615756919089234
0,15.91,soluble-dynamic,0.18341,1.03,16,64,40,0.0003769550106412182,0.2703115040372231
1,8.33,livid-envelope,0.16433,1.06,4,16,160,0.00040245490841988885,0.3403310168798393
0,26.66,polite-binary,0.07837,0.9,16,64,40,0.0001470124541500751,0.4392922891451348
0,13.39,oily-axe,0.08364,1.06,16,64,40,0.0003512333746209939,0.3306254984505473
1,11.61,teal-sync,0.04326,0.72,4,16,160,0.00014058204514501903,0.4678124901511002
2,0.81,another-mercury,0.02601,1.0,8,32,80,8.315184058262166e-05,0.7705391057903836
0,26.52,silver-tube,0.18275,1.11,16,64,40,0.00011508214736634838,0.2362065687663509
2,20.22,beige-texture,0.06347,1.22,8,32,80,0.00038316368140472063,0.3222539990171907
2,26.99,wide-intersection,0.09711,1.02,8,32,80,0.00020444265871247247,0.3672590459091387
0,23.93,olive-margin,0.02493,1.23,16,64,40,7.029102257250952e-05,0.2821280906364213
1,21.0,immense-character,0.047,1.06,4,16,160,3.83607157887828e-05,0.3324437480848503
0,30.31,scared-beat,0.02319,1.3,16,64,40,0.00040245490841988885,0.3395847353561357
1,2.76,lively-swatch,0.02975,1.2,4,16,160,0.00020444265871247247,0.257886778352008
1,19.12,irregular-frame,0.03071,1.04,4,16,160,9.579092035118016e-05,0.3582401062216803
1,26.58,syrupy-artifact,0.04823,0.65,4,16,160,1.286081801011215e-05,0.3692171323107554
1,11.18,meek-angel,0.00634,1.02,4,16,160,1.286081801011215e-05,0.3060093644241863
0,21.25,greasy-exit,0.06943,1.08,16,64,40,0.00028116409029003807,0.424330752783749
2,20.17,icy-exercise,0.26368,1.13,8,32,80,7.029102257250952e-05,0.4144784175695666
2,6.32,elaborate-museum,0.04068,1.23,8,32,80,0.0001534428631551312,0.3997634671946843
1,11.81,aged-alley,0.33205,1.09,4,16,160,0.00017251235192874574,0.3575109338588623
0,22.48,salmon-coconut,0.1539,1.07,16,64,40,0.00026187286327486985,0.2186142942706803
0,19.16,inclusive-urn,0.08055,0.97,16,64,40,0.00019801224970741638,0.3317363756655605
0,26.2,similar-server,0.24521,1.38,16,64,40,0.0003130943970737648,0.4399068928780031
0,17.71,mild-module,0.02591,1.03,16,64,40,9.579092035118016e-05,0.3786815749912687
1,7.38,electrical-bucket,0.27635,1.57,4,16,160,0.00040245490841988885,0.3414290396597851
2,23.22,citric-median,0.15339,0.95,8,32,80,0.00010865173836129231,0.2423303504795006
1,34.83,pure-history,0.03571,0.55,4,16,160,0.0002873727610535405,0.3195149759384181
2,2.94,ivory-radix,0.00097,0.61,8,32,80,1.286081801011215e-05,0.2838650814426462
0,38.75,avocado-win,0.00312,1.19,16,64,40,0.00010865173836129231,0.4399440549791741
1,17.4,loyal-configuration,0.07174,0.69,4,16,160,0.0003066639880687087,0.2972352453807194
0,29.96,balanced-copy,0.00054,1.04,16,64,40,1.9291227015168225e-05,0.6377667352720194
0,7.19,obsolete-prefix,0.07564,1.06,16,64,40,0.00019158184070236031,0.4774793517334025
0,22.85,vicious-ambush,0.3225,0.97,16,64,40,0.00038316368140472063,0.5388584968705017
0,21.62,right-name,0.19788,1.24,16,64,40,0.00014058204514501903,0.3163861249381202
1,18.41,late-carrier,0.00381,1.05,4,16,160,8.958224958767774e-05,0.5703904310799381
0,19.02,molto-degree,0.28637,1.27,16,64,40,0.000274733681284982,0.3072340362078233
2,9.32,lively-fluid,0.07099,0.87,8,32,80,1.286081801011215e-05,0.5507429726036781
0,33.65,dynamic-quaver,0.23087,0.9,16,64,40,0.000274733681284982,0.3134484224279543
1,12.31,chalky-originator,0.36084,0.99,4,16,160,6.386061356745344e-05,0.2856457525062599
2,16.29,flat-legend,0.00213,1.14,8,32,80,0.00039602449941483276,0.2874290861588938
0,23.81,frigid-gong,0.15853,0.78,16,64,40,0.00016608194292368967,0.3742712850988978
1,16.63,juvenile-weight,0.17698,1.21,4,16,160,0.00021730347672258463,0.425770556226438
2,17.64,kind-crescendo,0.03217,1.08,8,32,80,1.286081801011215e-05,0.2423332026170586
0,13.09,threaded-dominant,0.00123,0.87,16,64,40,0.00039602449941483276,0.2123246586713145
1,27.67,exponential-cherry,0.02044,1.06,4,16,160,0.00010865173836129231,0.2593987311338077
2,19.2,simple-carp,0.02739,1.14,8,32,80,0.00040245490841988885,0.2887645146458136
1,35.49,regular-sharp,0.21439,1.02,4,16,160,7.67214315775656e-05,0.4127022504425053
1,21.18,bare-reload,0.14764,1.14,4,16,160,0.000274733681284982,0.4160968364438713
1,21.17,latent-vein,0.32074,1.09,4,16,160,0.0001596515339186336,0.4238320105277423
0,27.43,large-pipeline,0.03448,1.11,16,64,40,0.00033859429485243544,0.4489356929661935
1,17.06,wicker-omega,0.05743,0.94,4,16,160,0.0003640941926311061,0.2753993245055337
1,31.4,some-mayo,0.12001,0.89,4,16,160,0.0003512333746209939,0.4449493255483274
1,0.0,quick-delta,0.10257,0.97,4,16,160,0.00039602449941483276,0.340288888622057
0,16.26,bisque-crew,0.08106,1.3,16,64,40,0.00040245490841988885,0.3541331455560025
1,18.83,dynamic-asphalt,0.03673,1.25,4,16,160,8.958224958767774e-05,0.4123096685167053
2,17.9,trite-foreclosure,0.05699,0.99,8,32,80,0.0002938031700585965,0.4748289258326426
2,6.12,oblique-superset,0.01831,0.95,8,32,80,1.286081801011215e-05,0.4457184893232084
0,29.71,happy-render,0.02451,0.99,16,64,40,7.67214315775656e-05,0.2848888686156084
0,32.64,clever-shot,0.07165,1.02,16,64,40,0.00021730347672258463,0.5009439129319911
